Datetime,Tweet Id,Text,Username,Coordinates,Place
2020-04-07 23:54:08+00:00,1247674047195795456,@cjEMlzUsovvrKzK @RFI_Cn 不过美国，民主自由国家不会那样封城，因为那侵犯了人权而且没有人性！是违法的！当然我承认独裁专制国家对待疫情的办法比民主国家控制泛滥相对要有效！北朝鲜还一个没有哪😂,EqFOOykO4Fef4ja,,
2020-04-07 23:42:43+00:00,1247671176979263489,"replurks 沉默潛艦: https://t.co/Iev7UVhQaU
國民黨不分區立委吳斯懷又出招了！今（7日）他在立院表示，疫情在7到10天有可能爆發，要政府做好「封城... https://t.co/5odyzmcxaR",NightSun4,,
2020-04-07 23:35:44+00:00,1247669418253070338,"王尚一2020 
4月7日 10:23
4月6日，广州黑人聚居区爆雷，黑龙江接收大量俄罗斯返还的华人，加上近期各地无症状感染的报道，宣传导向已经明确把之前淡化的中国疫情升级。除了原定解封的区域到期并不解封，还会持续增加更多封锁区域。这就是事实上的二次封城。",c6inkW5BN2CaHc2,,
2020-04-07 23:21:16+00:00,1247665776330338305,"【冠状病毒19】武汉封城76天后解封 料5万多人搭火车离开 https://t.co/gcyAGf0pjb

【2019冠状病毒疫情最新发展 &gt;&gt;https://t.co/5Y6cFnNA1s】

#8视界新闻 #8worldnews #NovelCoronavirus #2019nCoV #coronavirus #COVID19 https://t.co/O2l5p93Zqm",8worldnews,,
2020-04-07 23:16:57+00:00,1247664689494011904,"粮食危机
据世界粮农组织称：全球除了受新冠状病毒影响，再加上很多地区受蝗虫🦗等虫害的侵蚀，印度出口大米大国禁止出口大米，这使得泰国大米一路飙升，又因为疫情造成的封国封城使得各国劳动力缺乏，物流中断，全球粮食危机不可避免？请关注粮食危机，计划我们普通老百姓未来应该如何应对。 https://t.co/T53txypTP2",petergu64250411,,
2020-04-07 22:57:39+00:00,1247659835107225603,"美国新冠肺炎爆发领先全球原因总结:
https://t.co/1i3Bie836a隐瞒疫情，假装封城。没有引起美国重视。
https://t.co/fYVqQsMVlB不让美国专家帮助抗疫，导致美国爆发。
https://t.co/beX50OOjsI建了好多口罩呼吸机生产线，又不优先供应美国。
https://t.co/tvLkB23ZWb把不合格的口罩供应美国。
（1/2）",QFsFP3yAZKKFBwK,,
2020-04-07 22:30:20+00:00,1247652961238515713,"1至3月疫情下 至少70名法轮功学员遭冤判

在 #中共病毒 疫情爆发后，大陆各地封城、封区、封村，民众在为自身安危担忧的时候，#中共“610”（专门迫害法轮功的非法机构）指挥其下辖的各类机构和公检法司部门，继续迫害 #法轮功。1月至3月份，至少有70名法轮功学员被非法判刑。

https://t.co/xmlBSlDBvh",china_epoch,,
2020-04-07 22:24:28+00:00,1247651482872066048,解封是好事儿，至少说明不再恐惧疫情，但说战胜还太早。希望即便发生第二波疫情，也不要再采取封城这样极端的措施了，应该更平和地面对。,MTQ180808,,
2020-04-07 22:13:53+00:00,1247648820017500160,@OgbeniDipo 为什么封城，为什么建设方舱医院，为什么居家隔离，因为中国人认识到了问题的严重性，全球的普通人也都知道了疫情的严重性，但是你们的媒体和政府在做什么，无非就是继续抹黑中国，让所有人认为是中国的错，弱化2019-nCoV的危害，但是，自己的政府真的没有错吗？,epdmbbeA5bw8sDy,,
2020-04-07 22:04:26+00:00,1247646441713131523,"@Matho887 @wohuijide 11月17日首例病患出现
12月30日 李文亮吹哨
12月31日 中方通告WHO
1月3日 中方通告美国
1月3日 李文亮被训诫
1月初 已有多名医护感染
1月14日 WHO 视察武汉疫情
1月18日 武汉万家宴
1月22日 WHO 讨论武汉疫情
1月23日 武汉宣布封城
1月24日 全国开始禁足1月
1月30日WHO呼吁各国避免采取旅行限制",GX0Dt8YycHkD2DV,,
2020-04-07 21:23:07+00:00,1247636044687847430,@ranxiangmm 疫情爆发期间，特别是封城后，武汉民间的表现你让人感动，更让人敬佩,changx15,,
2020-04-07 20:21:22+00:00,1247620504544051200,"@bannedebook 11月17日首例病患出现
12月30日 李文亮吹哨
12月31日 中方通告WHO
1月3日 中方通告美国
1月3日 李文亮被训诫
1月初 已有多名医护感染
1月14日 WHO 视察武汉疫情
1月18日 武汉万家宴
1月22日 WHO 讨论武汉疫情
1月23日 武汉宣布封城
1月24日 全国开始禁足1月
1月30日WHO呼吁各国避免采取旅行限制",GX0Dt8YycHkD2DV,,
2020-04-07 19:54:39+00:00,1247613778541170694,"#海森飽嗝財經筆記：當疫情的發展走向更嚴峻的地步，甚至需要祭出封城或禁足的手段，屆時只會讓「要錢」與「要命」成為單選題。換言之，要活下來，就得犧牲所有的經濟活動，企業/商家倒閉潮和勞工失業潮就難以避免。

【產經】2020年4月份：觀光產業數據追蹤－總體經濟概況 https://t.co/KbYBQcQXQE",hysunburger,,
2020-04-07 19:40:47+00:00,1247610289304088579,"@Xandra1117 @BoLu213 11月17日首例病患出现
12月30日 李文亮吹哨
12月31日 中方通告WHO
1月3日 中方通告美国
1月3日 李文亮被训诫
1月初 已有多名医护感染
1月14日 WHO 视察武汉疫情
1月18日 武汉万家宴
1月22日 WHO 讨论武汉疫情
1月23日 武汉宣布封城
1月24日 全国开始禁足1月
1月30日WHO呼吁各国避免采取旅行限制",GX0Dt8YycHkD2DV,,
2020-04-07 19:39:22+00:00,1247609935942135808,@liming31832390 @MJTVHoPin 控制的好？中国在这次疫情中，到底多少人传染，多少人死亡，多少人在封城之前跑到国外。如果真控制的好，为什么不让国外专家进来观摩，为什么不让陈秋实之类的记者和国外媒体自由报道。你什么都不知道，恐惧的不是病毒，恐惧的是未知。这次病毒过后不仅仅是中国，整个人类都要从新审视自己的所作所为。,KenWang85900658,,
2020-04-07 19:32:37+00:00,1247608233717424128,@MJTVHoPin 中国在本次疫情中为啥会控制得比较好，告诉您：中国老百姓的自我保护意识比较重，当得知武汉封城时，远在千里之外的百姓，有很多就自觉减少了社交活动，在1月23日，能想到的都买了口罩，那时还能买到,liming31832390,,
